num,id_unique,nameuser,ratinguser,dateuser,textreviewuser,propertyinfo,resort_type,apart_type,ghouse_type,hotels_type,capsule_type,homest_type,camp_type,villas_type,propertytype,ratingprop,good_label,conve_label,impre_label,superb_label,propertylabel,reviewamount,randomrate,propertyaddress,longitude,latitude,landmarknear,,,
1894,16785555,Monica A. G.,9.7,10-Jan-22,nice place for family time ____,SanGria Resort & Spa,0,0,0,1,0,0,0,0,HOTELS,8.7,0,0,1,0,Impressive,958,4,"Jalan Holtikultura No. 88 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8167468,107.6098218,Kawah Putih,,,
2484,16787271,Farash I. A.,10,09-Feb-20,"Very suitable guesthouse for families, super complete facilities! The house is clean and comfortable ... All facilities function well !! I want to spend the night here longer ...",Pondok Calistha Guesthouse,0,0,1,0,0,0,0,0,GUEST HOUSES,9.3,1,0,0,0,Superb,16,4,"Calistha Dago Residence, Jalan Gandaria Raya, Dago Atas, Bandung, Jawa Barat, Indonesia, 40190",-6.8763726,107.6260963,Taman Hutan Raya Juanda,,,
1731,16789209,Ade A. R.,9.1,04-Dec-21,"Awesome experience, but if only we have great view it would be perfect.",Villa Kupu Kupu,0,0,0,0,0,0,0,1,VILLAS,8.4,0,0,1,0,Impressive,94,4,"Jl. Kol. Masturi No. 249 KM 11 Kab. Bandung Barat, Parongpong, Bandung, Jawa Barat, Indonesia, 40598",-6.8040778,107.5853509,Kawah Putih,,,
1057,16789808,Rukun S.,5.5,13-Nov-20,"The place is not clean, the lighting is dark, the sheets have lots of spots.",OYO 2157 Pondok Gembyang Ciwidey,0,0,0,1,0,0,0,0,HOTELS,11.6,1,0,0,0,Good,92,5,"Jl. Raya Ciwidey - Patengan KM.38, Alamendah, Kec. Rancabali, Kabupaten Bandung, Ciwidey, Bandung, Jawa Barat, Indonesia, 40972",-7.1328052,107.4117789,Kawah Putih,,,
802,16801483,Sabrina A.,9.4,28-Dec-21,"The only thing lacking is that the bed was not comfy and so hard. But the rest, AMAZING.",Flores Gallery Hotel,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,1583,5,"Jalan Flores No. 7, Sumurbandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9080875,107.6179482,Geological Museum,,,
2550,16803601,Abdur R.,8.5,08-May-17,"Good enough overall. So far, so good place to stay",Wisma Puri Larasati,0,0,1,0,0,0,0,0,GUEST HOUSES,8.6,0,0,1,0,Impressive,281,5,"Jalan Kanayakan Lama (Dago Atas) Blok A No. 40, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8987478,107.6127916,Taman Hutan Raya Juanda,,,
210,16804739,Citra H.,9.6,14-Dec-21,"Everything was good, however breakfast menu selection could be better.",Amaroossa Bandung,0,0,0,1,0,0,0,0,HOTELS,8.2,0,1,0,0,Convenient,5369,4,"Jalan Aceh No 71A, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.908499,107.6184802,Sate Building,,,
2442,16806388,Dwi A. N.,8.8,09-Mar-22,bAD THING,Clove Garden Hotel & Residence,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,14487,5,"Jl. Awiligar Raya Dago Pakar II Bandung Jawa Barat 40191, Dago, Bandung, Jawa Barat, Indonesia, 40190",-6.8746722,107.64137,Taman Hutan Raya Juanda,,,
1032,16810075,muhamad t. e.,9.1,04-Jan-22,,OYO 3772 Cigadog Residence,0,0,0,0,0,1,0,0,HOMESTAYS,8,0,1,0,0,Convenient,65,4,"1, Alamendah, Jawa Barat, Kabupaten Bandung, Ciwidey, Bandung, Jawa Barat, Indonesia, 40973",-7.1220027,107.4218275,Kawah Putih,,,
1219,16817378,Saeful R.,9.7,05-Sep-21,,Grand Sunshine Resort and Convention,0,0,0,1,0,0,0,0,HOTELS,8.7,0,0,1,0,Impressive,1061,3,"Jl. Raya Soreang No. 6, Pamekaran, Soreang, Soreang, Bandung, Jawa Barat, Indonesia, 40911",-7.0262152,107.5249439,Kawah Putih,,,
1855,16817406,santi s. d.,8.5,27-Dec-21,"I had the pleasant to stay here. Nice place, green place.. stunning place and the staff are friendly. I would high recommendaly this place to everyone",Tea Garden Resort,1,0,0,0,0,0,0,0,RESORTS,8.2,0,1,0,0,Convenient,1478,4,"Dusun Cigeureung, Desa Cicadas, Kec. Sagala Herang, Lembang, Ciater, Bandung, Indonesia, 41281",-6.7152382,107.6407344,Kawah Putih,,,
1131,16818088,Fida A.,8.8,07-Jun-21,Why thoooooooooo?,Argapuri Resort,1,0,0,0,0,0,0,0,RESORTS,7.9,0,1,0,0,Convenient,185,3,"Jl. Gambung, Km. 6, Pasir jambu, Ciwidey, Bandung, Pasirjambu, Bandung, Jawa Barat, Indonesia, 40971",-7.1308521,107.5134355,Kawah Putih,,,
655,16819046,Fajrina E. P.,9.1,07-Feb-22,"Great service, near to the shopping and cullinary area. Tasty breakfast. Room was clean and tidy, shout out to their housekeeping team! And their guest relations team can provide cute little decoration also. Keep it up, Pullman __",Pullman Bandung Grand Central,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,675,1,"Jl Diponegoro No 27, Citarum, Bandung Wetan, Cibeunying, Bandung, Jawa Barat, Indonesia, 40114",-6.9006712,107.6174754,Geological Museum,,,
81,16819140,Garnier F.,8.5,05-Sep-21,"Spacious bathroom, near the mosque and nice culinary around hotel.",De Paviljoen Bandung,0,0,0,1,0,0,0,0,HOTELS,8.8,0,0,1,0,Impressive,4208,5,"Jalan R.E. Martadinata 68, Riau Street, Bandung, Jawa Barat, Indonesia",-6.9063306,107.6205148,Sate Building,,,
205,16819545,Dimda Y.,8.5,14-Feb-22,,Amaroossa Bandung,0,0,0,1,0,0,0,0,HOTELS,8.2,0,1,0,0,Convenient,5369,5,"Jalan Aceh No 71A, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.908499,107.6184802,Sate Building,,,
1228,16819770,Dendy K. P.,6.3,31-Oct-20,"Took 10 minutes for check-in process. A/C was not working properly, neither was TV channels",Sutan Raja Hotel and Convention Centre,0,0,0,1,0,0,0,0,HOTELS,8.2,0,1,0,0,Convenient,1786,4,"Jl. Raya Soreang No.10 KM.17 Soreang, Soreang, Bandung, Jawa Barat, Indonesia, 40910",-7.0166924,107.5472021,Kawah Putih,,,
1525,16821250,Johan S.,4.8,07-Jun-19,"The room so smelly, never using this hotel again.",Sindang Reret Cikole,1,0,0,0,0,0,0,0,RESORTS,8.3,0,0,1,0,Impressive,305,5,"Jalan Raya Cikole KM 22, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.788926,107.641402,Kawah Putih,,,
1168,16821793,Muhamad I. N.,8.5,21-Sep-21,"The hotel is good, the rooms are spacious, but unfortunately there are no toiletries - shampoo, soap, toothpaste - even towels must be asked for first, they are not prepared, the water heater is not hot enough, when I enter the gas it runs out.",OYO 2961 ARTANA BED & BREAKFAST,0,0,0,0,0,1,0,0,HOMESTAYS,7.4,0,1,0,0,Convenient,51,4,"Jl. Raya Situ Cileunca Rt.04 Rw.09 Kampung Cibeunying, Desa, Warnasari, Kec. Pangalengan, Bandung, Kabupaten Bandung, Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1939176,107.5455582,Kawah Putih,,,
1232,16822024,Olivia H.,6,18-Aug-20,"the room boy I call not coming for change the bed sheet, and not spoon for tea and coffe and the AC very make noise so we sleep not comfortable",Sutan Raja Hotel and Convention Centre,0,0,0,1,0,0,0,0,HOTELS,8.2,0,1,0,0,Convenient,1786,5,"Jl. Raya Soreang No.10 KM.17 Soreang, Soreang, Bandung, Jawa Barat, Indonesia, 40910",-7.0166924,107.5472021,Kawah Putih,,,
1501,16832026,Putri L.,5.7,20-Dec-20,"Honestly, I am not satisfied with this place, because my goal is to stay for a break but I cannot rest because it is noisy, so in front of the villa I stay in, there are still young people who karoke young people until half past 2 nights and that is allowed by the inn even though the karoke ones are not residents of the villa. Maybe the young people paid for / rented the villa sound system, I don't know. I brought small children and parents who were old so they couldn't rest and could only sleep after they left at half past 2 at night, while I arrived at the place at 8 mlm and started karaoke. So just input it is better if the room fee is increased a little but there is no need to allow young people to karaoke because it can interfere with the rest of the villa occupants who are staying __",OYO 3879 Villa Sari Intan,0,0,0,0,0,0,0,1,VILLAS,7.4,0,1,0,0,Convenient,48,4,"5,Jalan Lembah Sarimas, Ciater,41281,Subang,West Java, Lembang, Ciater, Bandung, Indonesia, 41281",-6.7318678,107.6547741,Kawah Putih,,,
2215,16838238,lia m.,10,13-Jan-19,"Staying in suite room, clean, comfy & gas whirlpool inside the room, wow great room really cheap",Lotus Art & Garden Hotel,0,0,1,0,0,0,0,0,GUEST HOUSES,8.4,0,0,1,0,Impressive,1156,5,"Jl. Dago Pakar Permai 1 No. 25 , Dago Resort, Dago Atas, Bandung, Jawa Barat, Indonesia, 40181",-6.8676876,107.636214,Taman Hutan Raya Juanda,,,
1818,16850528,Muhamad K.,9.4,31-Oct-20,,Costay Bajuri House,0,0,1,0,0,0,0,0,GUEST HOUSES,8.8,0,0,1,0,Impressive,35,4,"Jl melati no 18 jl sersan bajuri, cihideung parongpong bandung barat, Lembang, Bandung, Jawa Barat, Indonesia, 40558",-6.8124798,107.59601,Kawah Putih,,,
576,16851644,Diah A. A.,9.4,30-May-21,,Rumah Aca,0,0,1,0,0,0,0,0,GUEST HOUSES,8.5,0,0,1,0,Impressive,192,4,"Jalan Imam Bonjol No. 47 , Dago, Bandung, Jawa Barat, Indonesia",-6.8901284,107.6151509,Sate Building,,,
263,16858452,Agnes E. L.,9.1,31-Oct-21,"Friendly service, spacious rooms, need anything to help, really good receptionist.",OYO 90479 The Ethnic Hotel Bandung (all Suites),0,0,0,1,0,0,0,0,HOTELS,7.2,0,1,0,0,Convenient,35,2,"Stadion Siliwangi, Jalan Lombok, Citarum, Jawa Barat, 40113, Indonesia, Bandung, Sumurbandung, Bandung, Jawa Barat, Indonesia, 40103",-6.9103619,107.6189452,Sate Building,,,
2517,16868012,Zar A.,8.4,28-Oct-18,,Wisma 11 Dago,0,0,0,0,0,1,0,0,HOMESTAYS,8,0,0,1,0,Impressive,254,5,"Jln. Dago Pojok No. 11 B, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8739598,107.6180409,Taman Hutan Raya Juanda,,,
22,16868346,Lucky R.,8.5,22-Mar-22,,Hotel Bumi Asih Gedung Sate Bandung,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,1882,5,"Jalan Cilamaya No 1, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9032993,107.6166768,Sate Building,,,
2079,16870024,Jimmy F. K.,8.6,02-Jul-17,"The place is good, match with big family, and recommended for stay but no service for get drinking water",De Bukit Dago Villa by HouseinBandung,0,0,0,0,0,0,0,1,VILLAS,7.8,0,1,0,0,Convenient,30,5,"Jalan Bukit Pakar Timur IV/D6, Dago Atas, Bandung, Jawa Barat, Indonesia, 40141",-6.8614947,107.6348723,Taman Hutan Raya Juanda,,,
1650,16891242,vera v.,9.4,01-Mar-20,"this place is very comfortable, for refreshing it is suitable because the atmosphere is calm and also cool. the rooms are very spacious and clean. the service was very satisfying, friendly and also polite. Breakfast menu is not too many choices but so far is okay. I will come back to stay here again next trip__",New Mountain Springs Hotel & Resort,1,0,0,0,0,0,0,0,RESORTS,8.1,0,1,0,0,Convenient,130,3,"Jalan Tangkuban Perahu No. 89 Lembang, Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8112035,107.6321446,Kawah Putih,,,
1326,16891527,Masmerry Z.,10,16-Jan-22,,Lembang Asri Resort,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,1608,5,"Jalan Kolonel Masturi KM 4, Lembang , Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8214083,107.6055204,Kawah Putih,,,
753,16891732,Nadhila S.,10,13-Apr-21,"Spacious, comfy and super clean!",Rumah Tamu Muararajeun,0,0,1,0,0,0,0,0,GUEST HOUSES,9.4,0,0,0,1,Superb,20,5,"Jalan Muararajeun 24, Kel Cihaurgeulis Kec Cibeunying kaler Bandung Jawa barat, Cibeunying, Bandung, Jawa Barat, Indonesia, 40112",-6.9022422,107.6281215,Geological Museum,,,
2012,16893831,Bendix A. P.,8.5,09-Apr-22,"We stayed in Family room on 12th floor. The room was nice, clean, and cozy. Got a nice view also. The staffs are helpful. Check in and out fairly fast. Major thing to improve is to put security staff inside the building. Lots of guests didn't wear mask although signs to wear mask are almost everywhere, so securities can remind them to obey.",Kimaya Braga Bandung by Harris,0,0,0,1,0,0,0,0,HOTELS,8.4,0,0,1,0,Impressive,376,5,"Jl. Braga No.8, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9208377,107.6103301,"Braga, Asia Afrika",,,
887,16894414,chandra a. y.,8.7,06-Jul-20,"To be honest the location is perfect. maybe it is an old hotel so they keep it that way, I find the room is clean but there is dust in the corner of windows, cupboard, desk, bedhead. Just small dust not really bother me. it is all from me.",OYO 1452 Hotel Utari,0,0,0,1,0,0,0,0,HOTELS,8.1,0,1,0,0,Convenient,983,5,"Jalan Ir. H Juanda No. 50 , Dago, Bandung, Jawa Barat, Indonesia, 40114",-6.9008204,107.6125846,Geological Museum,,,
1301,16902837,,,,,Villa Kembar Lembang,0,0,0,0,0,0,0,1,VILLAS,8,0,1,0,0,Convenient,236,4,"Sukajaya, Lembang, West Bandung Regency, West Java , Lembang, Bandung, Jawa Barat, Indonesia, 40391",-6.7973781,107.6008169,Kawah Putih,,,
2460,16903832,Bimbing W.,9.7,15-Nov-20,"Very satisfied. The villa is nice, clean, neat and very complete. Top.",Spring Hill Villa Syariah Bandung - 4 Bedrooms,0,0,0,0,0,0,0,1,VILLAS,9,0,0,1,0,Impressive,37,5,"Jalan Daisy Garden no. 56, Cluster Spring Hill, Resort Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40197",-6.8590609,107.6524849,Taman Hutan Raya Juanda,,,
1293,16905055,Fitri J.,9.4,16-Aug-21,,Cikole Jayagiri Hotel & Resort - Lembang,0,0,0,1,0,0,0,0,HOTELS,8,0,1,0,0,Convenient,236,5,"Jalan Tangkuban Perahu KM.28 No.147, Lembang - Cikole , Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.7826798,107.6503646,Kawah Putih,,,
444,16905519,Hanna F.,9.7,23-Mar-20,"affordable, clean and comfy. it's not my 1st time staying in this hotel but I keep coming back because it's so homey. thank you Ariandri.",Ariandri Residence Hotel Cilaki,0,0,0,1,0,0,0,0,HOTELS,8.2,0,1,0,0,Convenient,950,4,"Jalan Cilaki No. 31, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9056724,107.6277978,Sate Building,,,
32,16909573,Rizal P.,9.4,28-Mar-22,"First time stays at this really central located hotel, we booked the Deluxe City View and asked for the high floor to have a better view, it was really a stunning view from the balcony and window. They gave us the room no 1032, its headed to East (just in front of the Gasibu park) and the side window is headed to North (Dago and Mt Tangkuban Perahu view). The room size is just perfect with large modern IPTV and other facilities but the bathroom size is really small (1x1,5) for a 5* hotel, even the 4* hotel have much bigger bathroom. The other issues is the sound proof is really bad, the noise from the busy street and Gasibu park below is clearly heard in the room and its really dissapointing for a 5* hotel. The parking lots is huge, I guess its the biggest basement parking lot for a hotel in Bandung, maybe its because of next to the hotel is a convention center and they shared the same parking lot, and maybe if there's an event at the convention center then parking will be an issue. Anyway, overall its a pleasent stay at the hotel, and really recommended hotel for leissure or business.",Pullman Bandung Grand Central,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,675,5,"Jl Diponegoro No 27, Citarum, Bandung Wetan, Cibeunying, Bandung, Jawa Barat, Indonesia, 40105",-6.9006712,107.6174754,Sate Building,,,
786,16910931,Alabanyo B.,9.1,11-Aug-19,Nice bedroom and good facilities. Good place for low budget. I only spend less than IDR 300.000 per night for standard room. I got free breakfast and WIFI.,Hotel Corsica,0,0,1,0,0,0,0,0,GUEST HOUSES,8.5,0,0,1,0,Impressive,1496,5,"Jalan Supratman No.43A, Bandung Wetan , Cibeunying, Bandung, Jawa Barat, Indonesia, 40113",-6.9046339,107.6281446,Geological Museum,,,
452,16912337,Hery,9.7,10-Jun-21,,Urban Merdeka Hotel By UHM,0,0,0,1,0,0,0,0,HOTELS,8.1,0,1,0,0,Convenient,111,5,"Jl.Merdeka No.49,Bandung Sumur Bandung,babakan Ciamis, Merdeka, Bandung, Jawa Barat, Indonesia, 40117",-6.9073859,107.6101802,Sate Building,,,
2376,16912523,Jessie A.,8.5,23-Jul-21,Always pleasing. Thank you for having us __,Casa De Apple,0,0,1,0,0,0,0,0,GUEST HOUSES,8.5,0,0,1,0,Impressive,730,4,"Jalan Apel No. 2, Rancakendal, Dago, Dago Atas, Bandung, Jawa Barat, Indonesia, 40190",-6.8736894,107.6294625,Taman Hutan Raya Juanda,,,
2365,16914733,Muhammad I. I.,9.7,11-Mar-18,I stayed at Bale Dikara for one night and it was amazing. I love the interior and decoration. The room is tidy and clean. The beds are good and the food is delicious. I got an amazing experience when i stayed here.,Bale Dikara,0,0,0,0,0,0,0,1,VILLAS,9,0,0,1,0,Impressive,82,4,"Jalan Arumanis No 33 A , Dago Atas, Bandung, Jawa Barat, Indonesia, 40190",-6.8726357,107.6296937,Taman Hutan Raya Juanda,,,
1806,16919644,Citra A. L.,8.8,13-Dec-20,,Grand Hotel Lembang,0,0,0,1,0,0,0,0,HOTELS,7.8,0,1,0,0,Convenient,2816,4,"Jl. Raya Lembang No. 272, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.811868,107.616338,Kawah Putih,,,
308,16920633,Suri A. P.,8.5,21-Mar-22,Nice! An so affordable! The room is spacious ____.,Gandasari Hotel,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,2437,4,"Jl. Seram No. 3 Kel. Citarum Kec. Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9080239,107.6129776,Sate Building,,,
342,16922223,Ollies R.,8.8,03-Nov-21,"We stayed here for 2 days with a big room and my kids so happy for that. My feedback please improve the cleanliness of the sofa and bed linen, overall happy to stayed here. Thank you.",Namin Dago Hotel,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,2752,5,"Jalan Hasanudin No 10 , Dago, Dago, Bandung, Jawa Barat, Indonesia, 40121",-6.8950979,107.6144666,Sate Building,,,
1789,16923058,Nidya R. I.,9.4,26-Mar-22,,Sapulidi Resort Bandung,1,0,0,0,0,0,0,0,RESORTS,8,0,1,0,0,Convenient,2117,4,"Jl. Sersan Bajuri kompleks Graha Puspa Cihideung Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8263651,107.5972167,Kawah Putih,,,
2324,16923129,Septy m. l.,9.4,03-Aug-17,Good place for big Family in vacation,Villa Dago Syariah - 3 Bedroom,0,0,0,0,0,0,0,1,VILLAS,0,0,0,0,0,0,10,0,"Jalan Mawar II no. 42 A, Komplex Dago Pakar Resort - Cluster Graha Kesuma, Dago Atas, Dago, Bandung, Jawa Barat, Indonesia, 40134",-6.9174639,107.6191228,Taman Hutan Raya Juanda,,,
507,16924771,Sri,8.8,24-Dec-21,"Pleasant stay, good service, clean room and good location __.",de Sofia Dago,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,4969,5,"Jl. Tengku Angkasa No.27, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",-6.8913265,107.6159795,Sate Building,,,
345,16935695,Jennifer A.,6.2,12-Oct-21,"I like the place actually. But to be honest I was surprised that AC was not provided and the lady who welcomed us did not really answer my general questions. I was glad they provide beds for our driver. But the room was unique, the paddy field view was beautiful, and there are so many spots to just sit and relax. The weather was a bit hot during the day and started to cool off in the evening.",Namin Dago Hotel,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,2752,5,"Jalan Hasanudin No 10 , Dago, Dago, Bandung, Jawa Barat, Indonesia, 40121",-6.8950979,107.6144666,Sate Building,,,
1787,16937418,Feby N. A. Y.,9.1,30-Apr-18,"The atmosphere is cool and environmentally friendly, very neat and design that does not make bored to rest in the middle of the holiday. All facilities are available as stated, it&#39;s just that there is only mineral water glass packaging and must be bought again outside because drinking water is very limited. There is no breakfast, whereas in other places that price can get breakfast even if only just fried noodles or fried rice so it is not too troublesome to look for breakfast. Large parking area, and very convenient for holidays with family. The service is good.",Villa Manis Lembang,0,0,0,0,0,0,0,1,VILLAS,8.2,0,1,0,0,Convenient,236,4,"Jalan Cisurian No.57 Rt.01 Rw. 01,Desa Cigugur Girang Parongpong, Parongpong, Bandung, Jawa Barat, Indonesia",-6.8235206,107.5889804,Kawah Putih,,,
1198,16941688,Drajat S.,9.1,25-May-21,Don’t like,Shinta Corner Ranch and Resort,0,0,0,0,0,0,0,1,VILLAS,8,0,1,0,0,Convenient,238,4,"Jalan Raya Sukamenak Nomor 21 Pangalengan, Bandung Selatan, Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1859523,107.5861442,Kawah Putih,,,
1227,16950598,Intan G.,9.7,20-Feb-21,,Sutan Raja Hotel and Convention Centre,0,0,0,1,0,0,0,0,HOTELS,8.2,0,1,0,0,Convenient,1786,4,"Jl. Raya Soreang No.10 KM.17 Soreang, Soreang, Bandung, Jawa Barat, Indonesia, 40910",-7.0166924,107.5472021,Kawah Putih,,,
1882,16952691,Sriyanti P. F. R.,8.4,29-Jan-22,,Emaki Almasoem Resort,1,0,0,0,0,0,0,0,RESORTS,8.4,0,0,1,0,Impressive,74,4,"jl. Suka senang, Desa Cibogo, Kecamatan Lembang Kabupaten Bandung Barat , Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8147253,107.6355559,Kawah Putih,,,
2455,16953183,Benni O. J.,9.7,24-Jul-20,It's just a shame the water in the shower is not tight. And the electric water cooker doesn't work. The others are all okay.,3 BR Golf Mountain View Villa private pool 1,0,0,0,0,0,0,0,1,VILLAS,8.6,0,0,1,0,Impressive,49,5,"Jalan Bukit Cemara Indah 32, Resor Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40135",-6.8630845,107.651706,Taman Hutan Raya Juanda,,,
1237,16953991,Shanty S.,5.1,10-Dec-21,"With room prices above 250 thousand, the room does not have a bathroom. While in the photo is listed.",Soreang Hotel,0,0,0,1,0,0,0,0,HOTELS,7.5,0,1,0,0,Convenient,41,3,"Jl. Tol Soroja, Parungserab, Kec. Soreang, Bandung, Jawa Barat 40921, Soreang, Bandung, Jawa Barat, Indonesia, 40919",-7.0107388,107.5319847,Kawah Putih,,,
2437,16968009,sarwitama h.,8.7,30-Mar-22,,Clove Garden Hotel & Residence,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,14487,5,"Jl. Awiligar Raya Dago Pakar II Bandung Jawa Barat 40191, Dago, Bandung, Jawa Barat, Indonesia, 40190",-6.8746722,107.64137,Taman Hutan Raya Juanda,,,
301,16971645,Mila K.,8.5,08-Nov-21,"I had wonderful moment , consists of good service, nice people, clean room, delicious breakfast.... All in one place!! Thankyou!! Can't wait to stay there next time…",Mitra Hotel Bandung,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,5306,4,"Jalan W.R. Supratman No. 98, Cibeunying, Bandung, Jawa Barat, Indonesia, 40112",-6.9019507,107.6273712,Sate Building,,,
601,16972734,Hadi H.,9.4,25-Mar-21,,Hotel Vio Cimanuk,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,2700,4,"Jalan Cimanuk No. 15, Riau Street, Bandung, Jawa Barat, Indonesia, 40115",-6.9031712,107.6212606,Geological Museum,,,
2191,16973278,Zakaria,10,11-Feb-22,"We really enjoyed our holiday, nice villa, villa position near where the complete equipment of the housekeper is friendly.",Dago Heuvel Resort and Villa,0,0,0,0,0,0,0,1,VILLAS,8.4,0,0,1,0,Impressive,492,5,"Jl.Ciburial Indah No.45, Dago Pakar, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40188",-6.8599688,107.642993,Taman Hutan Raya Juanda,,,
2190,16973281,Adam F. M.,9.7,11-Mar-22,,Dago Heuvel Resort and Villa,0,0,0,0,0,0,0,1,VILLAS,8.4,0,0,1,0,Impressive,492,4,"Jl.Ciburial Indah No.45, Dago Pakar, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40188",-6.8599688,107.642993,Taman Hutan Raya Juanda,,,
600,16973740,Tyas,5.1,11-Sep-21,"The room is dusty and dirty, the hairdryer isn't working, the food is painfully stale, saw the worker clean the table using the same cloth for the floor, they cut off electricity 11.30 (check out is 12.00). Definitely not coming back.",Hotel Vio Cimanuk,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,2700,5,"Jalan Cimanuk No. 15, Riau Street, Bandung, Jawa Barat, Indonesia, 40115",-6.9031712,107.6212606,Geological Museum,,,
598,16974654,Diana W.,8.2,15-Nov-21,"All was OK, nothing special. The bedroom quite less OK.",Hotel Vio Cimanuk,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,2700,4,"Jalan Cimanuk No. 15, Riau Street, Bandung, Jawa Barat, Indonesia, 40115",-6.9031712,107.6212606,Geological Museum,,,
1366,16981490,Solimin,8.5,06-Jan-22,"This place make me very comfortable, and I enjoy it",OYO 3040 D'pineapple Villa,0,0,0,0,0,0,0,1,VILLAS,8.1,0,1,0,0,Convenient,263,2,"0000, Ciater, Jawa Barat, Subang,41281, Indonesia, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7471523,107.6392892,Kawah Putih,,,
161,16982863,Herlina T.,8.5,16-Dec-21,"Great location, have many eateries around the hotel, small parking space, clean room, nice furm beds.",Hay Bandung,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,4466,5,"Jalan Truno Joyo No. 19 , Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9033484,107.6131333,Sate Building,,,
1426,16984495,Tedi F.,9.7,13-Feb-22,"This time is our 3rd visit at this hotel. We ordered a hedgehog tent7, when I checked in, I was told that there was no hot water to bath in this tent, I began to feel uncomfortable, how could I take a shower without hot water in cold temperatures for me. When I arrived at the tent, I was disappointed because I saw the condition of the tent and dirty cabinets were not maintained, around the tent was muddy, then the toilet could not be flushed, jet spray could not be used, the toilet door could not be locked, no hotel telephone, access towards the tent the road is still rocky. For me, the tents and facilities they provided were not worth the rent. Fortunately they upgraded our tents with better ones, although using hot water was a challenge. And one more thing I don't like is they chained a monkey and kept a few other monkeys and other animals in a poorly maintained cage. Maybe even better if they don't keep these animals to attract visitors.",Sari Ater Hotel,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,7424,4,"Jl. Raya Ciater - Ciater, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7313756,107.6535055,Kawah Putih,,,
2145,16984769,Ahmad F. Y.,6,26-Oct-19,"The villa is large, suitable for gathering with large families. However, the facilities are lacking, the cleanliness is also lacking, not as good as the photos, and the service is bad.",De Bukit Dago Villa by HouseinBandung,0,0,0,0,0,0,0,1,VILLAS,7.8,0,1,0,0,Convenient,30,4,"Jalan Bukit Pakar Timur IV/D6, Dago Atas, Bandung, Jawa Barat, Indonesia, 40132",-6.8614947,107.6348723,Taman Hutan Raya Juanda,,,
